ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?
91,1963M50P01,"SCOOP, OIL, OUTER",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,GE90,,10,1963M50P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,35.6,Bar,I-625 ,0,,," $1,310.30 "," $1,284.09 ",Yes, $(26.21), $(262.10)," $12,840.90 ",,,
92,3025T28P02,"SEAL, NOZZLE",,,Yes,44278-PARADIGM PRECISION - MEX                ,F404,,36,3025T28P02,Flash Welded,PCC,MTTP (TruForm),1=5,0,39.2,Bar,HAST-X,0,,," $1,324.61 "," $1,298.12 ",Yes, $(26.49), $(953.64)," $46,732.32 ",,,
93,4013382-077P02,SUPPORT,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F110,,78,C07711,Flash Welded,PCC,MTTP (TruForm),1=1,0,42.9,Bar,I-718,0,,," $1,343.85 "," $1,316.97 ",Yes, $(26.88)," $(2,096.64)"," $102,723.66 ",,,
94,17A166-588P01,OUTER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CF34 ,,65,17A166-588P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,35,Bar,HAST-X,0,,," $1,401.32 "," $1,373.29 ",Yes, $(28.03)," $(1,821.95)"," $89,263.85 ",,,
95,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-023P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,441.69 "," $1,412.86 ",Yes, $(28.83)," $(1,499.16)"," $73,468.72 ",POR,,
96,17A166-114P01,"RING, OUTER",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A166-114P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,24.7,Bar,H-188,0,,," $1,471.00 "," $1,442.00 ",Yes, $(29.00), $(145.00)," $7,210.00 ",,,
97,17A166-023P01,RING. OUTER,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A166-023P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,24.8,Bar,H-188,0,,," $1,442.00 "," $1,413.00 ",Yes, $(29.00), $(145.00)," $7,065.00 ",,,
98,17A148-540P01,"RING, OUTER",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A148-540P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,25.4,Bar,H-188,0,,," $1,459.79 "," $1,430.59 ",Yes, $(29.20), $(146.00)," $7,152.95 ",,,
99,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A148-540P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,459.79 "," $1,430.59 ",Yes, $(29.20)," $(1,518.40)"," $74,390.68 ",POR,,
100,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-114P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,471.17 "," $1,441.75 ",Yes, $(29.42)," $(1,529.84)"," $74,971.00 ",POR,,
101,4070T27P01,RETAINER SHRD,,,Yes,49162-JET INDUSTRIES                          ,F404,,1395,4070T27P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,28.6,Bar,R-41,0,,," $1,498.84 "," $1,468.87 ",Yes, $(29.97)," $(41,808.15)"," $2,049,073.65 ",,,
102,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-029P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,537.64 "," $1,506.89 ",Yes, $(30.75)," $(1,599.00)"," $78,358.28 ",POR,,
103,17A166-029P01,MCH R NO HOLES,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,5,17A166-029P01RM,Flash Welded,PCC,MTTP (TruForm),1=1,0,27.7,Bar,H-188,0,,," $1,538.00 "," $1,507.00 ",Yes, $(31.00), $(155.00)," $7,535.00 ",,,
104,17A190-860G01,RING KIT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,52,17A166-366P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,592.01 "," $1,560.17 ",Yes, $(31.84)," $(1,655.68)"," $81,128.84 ",POR,,
105,17A166-366P01,OUTER RING,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF6,,4,17a166-366p01,Flash Welded,PCC,MTTP (TruForm),1=1,0,27.9,Bar,H-188,0,,," $1,592.00 "," $1,560.00 ",Yes, $(32.00), $(128.00)," $6,240.00 ",,,
106,17A190-317P01,INNER SHELL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF34 ,,64,17A190-317P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,678.35 "," $1,645.00 ",Yes, $(33.35)," $(2,134.40)"," $105,280.00 ",,,
107,1709M29P05,"RETAINER, AFT",1,,Yes,14750-B&F MACHINE                             ,GE90,,7,1709M29P05,Flash Welded,PCC,MTTP (TruForm),1=1,12,116.2,Yielded,I-718,B50TF15,,," $1,740.46 "," $1,705.65 ",Yes, $(34.81), $(243.67)," $11,939.55 ",2016,,
108,2303M16G05,"ASSY, VANE, STG",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GENX,,0,4013536-251 - 2303M17G07-item 004,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,263.46 "," $1,227.00 ",Yes, $(36.46), $-   , $-   ,Originally Firth - Now MTTP - Emailed KT to add,,
109,2303M16G07,OGV - STAGE 10,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,0,,305,4013536-251 - 2303M17G07-item 004,Flash Welded,PCC,MTTP (TruForm),1=1,8,52.5,Yielded,718+,B50TF317,,," $1,263.46 "," $1,227.00 ",Yes, $(36.46)," $(11,120.30)"," $374,235.00 ",Originally Firth - Now MTTP - Emailed KT to add,,
110,17A130-438P01,INNER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,TF34,,0,17A130-438P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,58.9,Bar,HAST-X,0,,," $1,841.20 "," $1,804.37 ",Yes, $(36.83), $-   , $-   ,,,
111,9977013-982P01,T-RING,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,LM2500,,3,9977013-733P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $1,930.89 "," $1,892.27 ",Yes, $(38.62), $(115.86)," $5,676.81 ",,,
112,4013196-623P02,"FLANGE, FWD CASE",,,Yes,44278-PARADIGM PRECISION - MEX                ,LM2500,,4,4013196-623P02,Flash Welded,PCC,MTTP (TruForm),1=1,0,67.8,Bar,I-718,0,,," $1,989.94 "," $1,950.14 ",Yes, $(39.80), $(159.20)," $7,800.56 ",,,
113,4013522-292P03,LPT SEAL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,LM6000,,124,4013082-642p01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,061.48 "," $2,020.25 ",Yes, $(41.23)," $(5,112.52)"," $250,511.00 ",,,
114,1646M97P03,TOROID-SEAL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,"CF6-6, LM6000",,47,1646M97P02,Flash Welded,PCC,MTTP (TruForm),1=1,12,92.7,Yielded,I-718,B50TF15,,," $2,140.00 "," $2,098.00 ",Yes, $(42.00)," $(1,974.00)"," $98,606.00 ",,,
115,1646M97P02,TOROID-SEAL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,"CF6-6, LM6000",,73,1646M97P02,Flash Welded,PCC,MTTP (TruForm),1=1,12,92.7,Yielded,I-718,B50TF15,,," $2,140.00 "," $2,098.00 ",Yes, $(42.00)," $(3,066.00)"," $153,154.00 ",,,
116,17A148-732P01,INNER LINER,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CFM56-2/DC8,,0,17A148-732P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,57,Bar,HAST-X,0,,," $2,150.16 "," $2,107.16 ",Yes, $(43.00), $-   , $-   ,Paradigm Tempe,,
117,17A148-732P03,INNER LINER,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CFM56,,6,17A148-732P03,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,150.16 "," $2,107.16 ",Yes, $(43.00), $(258.00)," $12,642.96 ",,,
118,17A137-662P01,INNER LINER,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CFM56,,0,17A137-662P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,57,Bar,HAST-X,0,,," $2,307.67 "," $2,261.51 ",Yes, $(46.16), $-   , $-   ,,,
119,4013084-884P01,FLANGE,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,CFM56,,6,4013287-420P04,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,433.27 "," $2,384.60 ",Yes, $(48.67), $(292.02)," $14,307.60 ",,,
120,9977013-775G01,KIT - RINGS,,,Yes,44278-PARADIGM PRECISION - MEX                ,M&I,,96,9977013-387,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,804.22 "," $2,748.14 ",Yes, $(56.08)," $(5,383.68)"," $263,821.44 ",,,
121,17A166-312P03,INNER LINER,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F404,,232,17A166-312P03,Flash Welded,PCC,MTTP (TruForm),1=1,0,85.4,Bar,HAST-X,0,,," $2,964.76 "," $2,905.46 ",Yes, $(59.30)," $(13,757.60)"," $674,066.72 ",,,
122,1386M15G20,HPTN SUPPORT,,,Yes,"62582-SATELLITE TOOL & MACHINE, INC           ",F110/F101/F118,,7,1386M15,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $3,243.76 "," $3,178.88 ",Yes, $(64.88), $(454.16)," $22,252.16 ",,,
123,1386M15G15,NOZZLE SUPPORT,,,Yes,"62582-SATELLITE TOOL & MACHINE, INC           ",F110,,52,1386M15,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $3,243.76 "," $3,178.88 ",Yes, $(64.88)," $(3,373.76)"," $165,301.76 ",,,
124,9977010-894P01,AFT FLANGE,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F404,,51,9977009-317P76,Flash Welded,PCC,MTTP (TruForm),1=1,12,141,Yielded,I-718,B50TF15,,," $3,333.55 "," $3,266.88 ",Yes, $(66.67)," $(3,400.17)"," $166,610.88 ",,,
125,17A190-719P01,OUTER SHELL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,10,17A190-719P01,Flash Welded,PCC,MTTP (TruForm),1=1,8,126.6,Yielded,HS188,AMS 5772,,," $3,581.00 "," $3,509.75 ",Yes, $(71.25), $(712.50)," $35,097.50 ",,,
126,1317M49P01,NOZZ SUPPT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,19,1317M49P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,98,Bar,Waspaloy,0,,," $3,870.00 "," $3,792.66 ",Yes, $(77.34)," $(1,469.46)"," $72,060.54 ",,,
127,1386M88P04,SUP NOZ,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F110,,27,1386M88P04,Flash Welded,PCC,MTTP (TruForm),1=1,0,98,Bar,Waspaloy,0,,," $3,870.07 "," $3,792.66 ",Yes, $(77.41)," $(2,090.07)"," $102,401.82 ",,,
128,9977013-777G01,KIT - RINGS,,,Yes,44278-PARADIGM PRECISION - MEX                ,M&I,,103,9977013-524P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $4,132.79 "," $4,050.13 ",Yes, $(82.66)," $(8,513.98)"," $417,163.39 ",,,
129,17A190-720P02,INNER SHELL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,10,17A190-720P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $4,235.10 "," $4,150.40 ",Yes, $(84.70), $(847.00)," $41,504.00 ",,,
130,1317M49P04,"SPRT,NOZZLE-LPT",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,62,1317M49P04,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $4,856.00 "," $4,759.00 ",Yes, $(97.00)," $(6,014.00)"," $295,058.00 ",,,
131,1386M88P06,S-2 LPT NOZZ SUPT,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,F110/F118,,92,1386M88P06,Flash Welded,PCC,MTTP (TruForm),1=1,0,99.8,Bar,R-41,0,,," $4,856.29 "," $4,759.16 ",Yes, $(97.13)," $(8,935.96)"," $437,842.72 ",,,
132,4013522-458P01,"SUPPORT,NOZZLE,HPT",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,CFM56,,440,TF1808M15G16,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,133.00 "," $5,028.38 ",Yes, $(104.62)," $(46,032.80)"," $2,212,487.20 ",,,
133,1804M74P05,"SEAL,INNER-FWD",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,GE90,,223,1804M74,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,382.43 "," $5,275.00 ",Yes, $(107.43)," $(23,956.89)"," $1,176,325.00 ",,,
134,1804M74P04,"SEAL, INNER-FWD(GE90)",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,GE90,,10,TF1804M75P04/P05,Flash Welded,PCC,MTTP (TruForm),1=1,0,93.67,Bar,H-188,0,,," $5,382.43 "," $5,274.79 ",Yes, $(107.64)," $(1,076.40)"," $52,747.90 ",,,
135,4013522-452P01,MACHINED OUTER,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,F110,,218,4013522-452P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,153.5,Bar,I-718,0,,," $6,267.00 "," $6,141.40 ",Yes, $(125.60)," $(27,380.80)"," $1,338,825.20 ",,,
136,1805M10P05,BRUSH SEAL(GE90),,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,,8,4013437-210P01,Flash Welded,PCC,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,903.26 "," $5,669.49 ",Yes, $(233.77)," $(1,870.16)"," $45,355.92 ",,,
137,17A148-506P01,FLANGE AFT,1,,Yes,31799-DEMUSZ MFG CO                           ,F404,,227,17A148-506P01,Flash Welded,PCC ,MTTP (TruForm),1=1,0,10.7,Bar,HAST-X,0,,, $359.21 , $352.03 ,Yes, $(7.18)," $(1,629.86)"," $79,910.81 ",,,
138,4096694-166P02,GE90 S6 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,292,4096697-986P03,Flash Welded,PCC   ,MTTP (TruForm),1=12,0,0,0,0,0,,, $222.04 , $217.60 ,Yes, $(4.44)," $(1,296.48)"," $63,539.20 ",,,
139,4096521-648P03,STG 8 RING SEGMENT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,10,4096694-768P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,0,0,0,0,,, $241.66 , $236.82 ,Yes, $(4.84), $(48.40)," $2,368.20 ",,,
140,4096521-648P02,STG 8 RING SEGMENT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,0,4096694-768P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,0,0,0,0,,, $241.66 , $236.82 ,Yes, $(4.84), $-   , $-   ,,,
141,4096521-646P04,GE90-115 S6 SEG UNMILLED,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,0,4096694-766P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,0,0,0,0,,, $258.87 , $253.69 ,Yes, $(5.18), $-   , $-   ,,,
142,4096694-169P02,GE90 S9 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,218,4096697-989P03,Flash Welded,PCC   ,MTTP (TruForm),1=8,0,0,0,0,0,,, $274.33 , $268.85 ,Yes, $(5.48)," $(1,194.64)"," $58,609.30 ",,,
143,4096521-645P04,GE90-115 S5 SEG UNMILLED,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,2752,4096694-765P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,0,0,0,0,,, $275.53 , $270.02 ,Yes, $(5.51)," $(15,163.52)"," $743,095.04 ",,,
144,4096694-168P02,GE90 S8 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,214,4096697-988P03,Flash Welded,PCC   ,MTTP (TruForm),1=8,0,0,0,0,0,,, $292.37 , $286.52 ,Yes, $(5.85)," $(1,251.90)"," $61,315.28 ",,,
145,4096694-167P02,GE90 S7 MACH.SEGMT,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,0,4096697-987P03,Flash Welded,PCC   ,MTTP (TruForm),1=8,0,0,0,0,0,,, $311.65 , $305.41 ,Yes, $(6.24), $-   , $-   ,,,
146,4096694-165P02,MACH RING STG 5,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,210,4096697-985P03,Flash Welded,PCC   ,MTTP (TruForm),1=9,0,0,0,0,0,,, $529.32 , $518.73 ,Yes, $(10.59)," $(2,223.90)"," $108,933.30 ",,,
147,2303M16G07,OGV - STAGE 10,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,0,,305,2303M21P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,8,52.5,Yielded,718+,B50TF317,,, $823.00 , $806.54 ,Yes, $(16.46)," $(5,020.30)"," $245,994.70 ",,,
148,2082M79G09,"VANE, OUTLET",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,160,1694M17G01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,0,0,0,0,,, $886.62 , $868.89 ,Yes, $(17.73)," $(2,836.80)"," $139,022.40 ",,,
149,4096521-647P04,GE90-115 S7 SEG UNMILLED,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90 - BASE,,0,4096694-767P01,Flash Welded,PCC   ,MTTP (TruForm),1=10,0,0,0,0,0,,," $2,674.36 "," $2,620.88 ",Yes, $(53.48), $-   , $-   ,,,
150,1711M62G10,FWD OUTER SEAL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,137,4013382-912P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,0,0,0,0,,," $2,978.63 "," $2,919.05 ",Yes, $(59.58)," $(8,162.46)"," $399,909.85 ",,,
151,17A190-486P03,INNER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F110,,236,17A166-136P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,0,0,0,0,,," $4,069.96 "," $3,988.56 ",Yes, $(81.40)," $(19,210.40)"," $941,300.16 ",,,
152,1873M48P04,INNER LINER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CFM56,,0,1873M48P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,0,0,0,0,,," $4,982.32 "," $4,882.68 ",Yes, $(99.64), $-   , $-   ,,,
153,17A166-969G03,OUTER LINER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,0,,7,17A166-969G02,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,191.23 "," $5,087.41 ",Yes, $(103.82), $(726.74)," $35,611.87 ",,,
154,17A166-969G02,OUTER LINER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F414,,137,17A166-969G02,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,191.23 "," $5,087.41 ",Yes, $(103.82)," $(14,223.34)"," $696,975.17 ",,,
155,17A190-535P03,OUTER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F110,,222,17A166-134P01,Flash Welded,PCC   ,MTTP (TruForm),1=1,0,0,0,0,0,,," $5,313.71 "," $5,207.44 ",Yes, $(106.27)," $(23,591.94)"," $1,156,051.68 ",,,
156,1778M66P01,"RET.,RING",,,Yes,49162-JET INDUSTRIES                          ,CF6,,68,1778M66P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,0,0,0,0,,, $965.00 , $965.00 ,Yes, $-   , $-   ," $65,620.00 ",,,
157,17A130-361P01,MACHINED RING,,,Yes,49162-JET INDUSTRIES                          ,T64,,62,TF17A130-361P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,7.43,Per Piece,188,B50TF74 CL-A,,, $441.00 , $441.00 ,Yes, $-   , $-   ," $27,342.00 ",,,
158,17A166-529P01,INNER RING,,,Yes,49162-JET INDUSTRIES                          ,F404,,8,17A166-259P01RM,Flash Welded,Welded_Ring,Welded Ring,1=1,0,10.3,Bar,HAST-X,0,,, $372.00 , $372.00 ,Yes, $-   , $-   ," $2,976.00 ",,,
159,3008T38P03,RING RESTRAINER,,,Yes,49162-JET INDUSTRIES                          ,CT64,,27,3008T38P03,Flash Welded,Welded_Ring,Welded Ring,1=7,0,12.68,Per Piece,HAST-X,AMS 5754,,, $96.57 , $96.57 ,Yes, $-   , $-   ," $2,607.39 ",,,
160,4051T66P01,SEAL,,,Yes,49162-JET INDUSTRIES                          ,CT7/ T700,,881,4051T66P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,3.38,Per Piece,HAST-X,AMS 5754,,, $130.00 , $130.00 ,Yes, $-   , $-   ," $114,530.00 ",,,
161,4054T02P02,RETAINER SHROU,,,Yes,49162-JET INDUSTRIES                          ,F404,,1636,4054T02P03,Flash Welded,Welded_Ring,Welded Ring,1=11=176,0,0,0,0,0,,, $18.18 , $18.18 ,Yes, $-   , $-   ," $29,742.48 ",,,
162,4054T02P03,HPT SHROUD RET,,,Yes,49162-JET INDUSTRIES                          ,F404,,4435,4054T02P03,Flash Welded,Welded_Ring,Welded Ring,1=1,0,0,0,0,0,,, $6.76 , $6.76 ,Yes, $-   , $-   ," $29,980.60 ",,,
163,4096697-586P01,F414 OGV MACHINED RING,,,Yes,49162-JET INDUSTRIES                          ,F414,,101,4096697-586P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,15.01,Per Piece,I-718,B50TF15 CL-A,,, $451.00 , $451.00 ,Yes, $-   , $-   ," $45,551.00 ",,,
164,1316M38G01,SUPT AFT INN,,,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,CFM56,,0,1316M38G01,Flash Welded,Welded_Ring,Welded Ring,1=2,0,35.18,Per Piece,Waspaloy,AMS 5707,,," $1,566.00 "," $1,566.00 ",Yes, $-   , $-   , $-   ,,,
165,1358M31P01,"SEAL, RING",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F110  ,,24,TF1358M31P01,Flash Welded,Welded_Ring,Welded Ring,1=3,0,0,0,0,0,,, $428.33 , $428.33 ,Yes, $-   , $-   ," $10,279.92 ",,,
166,1441M41P01,"SEAL, RING",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F110,,73,TF1358M31P01,Flash Welded,Welded_Ring,Welded Ring,1=3,0,31.41,Per Piece,Waspaloy,AMS 5707,,, $428.33 , $428.33 ,Yes, $-   , $-   ," $31,268.09 ",,,
167,1441M66P03,RING RETAINER,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F118,,335,B-40379,Flash Welded,Welded_Ring,Welded Ring,1=7,0,30.61,Per Piece,I-718,B50TF15 CL-A,,, $150.29 , $150.29 ,Yes, $-   , $-   ," $50,347.15 ",,,
168,17A127-337P01,FWD FLANGE,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,T700,,13,17A127-337P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,6.76,Per Piece,I-718,B50TF15 CL-D,,, $255.00 , $255.00 ,Yes, $-   , $-   ," $3,315.00 ",,,
169,4013522-280P01,FLANGE,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F414,,90,4013522-280P01F,Flash Welded,Welded_Ring,Welded Ring,1=1,0,17.44,Per Piece,I-718,B50TF15 CL-A,,, $607.00 , $607.00 ,Yes, $-   , $-   ," $54,630.00 ",,,
170,5100T97P02,"DAMPER,RING",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F414,,381,5100T97P02,Flash Welded,Welded_Ring,Welded Ring,1=8,0,0,0,0,0,,, $58.25 , $58.25 ,Yes, $-   , $-   ," $22,193.25 ",,,
171,5101T36P01,"RET. RING, F414",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F414,,279,TF-5101T36P01,Flash Welded,Welded_Ring,Welded Ring,1=8,0,10.9,Bar,I-718,0,,, $76.88 , $76.88 ,Yes, $-   , $-   ," $21,449.52 ",,,
172,9899556-816P101,INNER FLANGE,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,J85 ,,16,9899556-816SR,Flash Welded,Welded_Ring,Welded Ring,1=1,0,6.22,Per Piece,L-605,AMS 5759,,, $395.00 , $395.00 ,Yes, $-   , $-   ," $6,320.00 ",,,
173,9977013-653G01,F404 HPTSS KIT,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F404,,8,9977013-126P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,0,0,0,0,,, $640.00 , $640.00 ,Yes, $-   , $-   ," $5,120.00 ",,,
174,9977013-677G01,F414 HPTSS KIT,,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,LM2500,,92,9977013-126P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,0,0,0,0,,, $640.00 , $640.00 ,Yes, $-   , $-   ," $58,880.00 ",,,
175,9977014-053P01,T-RING,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,LM2500,,79,9977013-733P02,Flash Welded,Welded_Ring,Welded Ring,1=1,0,0,0,0,0,,," $1,933.00 "," $1,933.00 ",Yes, $-   , $-   ," $152,707.00 ",,,
176,17A190-318P01,FLANGE,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CF34 ,,81,17A190-318P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,17.48,Per Piece,188,B50TF74 CL-A,,," $1,042.00 "," $1,042.00 ",Yes, $-   , $-   ," $84,402.00 ",,,
177,4145T33G01,"HPT INNER CASE,CF34-8",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CF34 ,,118,4096692-676P01,Flash Welded,Welded_Ring,Welded Ring,1=1,0,46.49,Per Piece,I-718,B50TF15 CL-D,,," $1,461.60 "," $1,461.60 ",Yes, $-   , $-   ," $172,468.80 ",,,
